station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2019-11-04 11:51,35.00,32.00,88.33,0.00,0.00,0.00,30.36,1027.90,10.00,M,FEW,FEW,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,35.10,KJFK 041151Z 00000KT 10SM FEW160 FEW250 02/00 A3036 RMK AO2 SLP279 T00170000 10067 20011 51009,M
JFK,2019-11-04 12:51,44.00,36.00,72.99,80.00,3.00,0.00,30.38,1028.70,10.00,M,FEW,FEW,M,M,1200.00,25000.00,M,M,M,M,M,M,M,M,M,42.52,KJFK 041251Z 08003KT 10SM FEW012 FEW250 07/02 A3038 RMK AO2 SLP287 FU FEW012 FU PLUME N DRFTG W T00670022,M
JFK,2019-11-04 13:51,50.00,28.90,43.92,130.00,7.00,0.00,30.38,1028.80,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,46.72,KJFK 041351Z 13007KT 10SM FEW250 10/M02 A3038 RMK AO2 SLP288 T01001017,M
JFK,2019-11-04 14:51,52.00,30.90,44.24,160.00,7.00,0.00,30.39,1029.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,52.00,KJFK 041451Z 16007KT 10SM FEW250 11/M01 A3039 RMK AO2 SLP291 T01111006 51012,M
JFK,2019-11-04 15:51,54.00,32.00,42.98,170.00,11.00,0.00,30.39,1029.20,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,54.00,KJFK 041551Z 17011KT 10SM SCT250 12/00 A3039 RMK AO2 SLP292 T01220000,M
JFK,2019-11-04 16:51,54.00,35.00,48.65,180.00,8.00,0.00,30.38,1028.50,10.00,M,FEW,SCT,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 041651Z 18008KT 160V220 10SM FEW140 SCT250 12/02 A3038 RMK AO2 SLP285 T01220017,M
JFK,2019-11-04 17:51,54.00,37.00,52.45,170.00,8.00,0.00,30.35,1027.60,10.00,M,FEW,SCT,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 041751Z 17008KT 10SM FEW140 SCT250 12/03 A3035 RMK AO2 SLP276 T01220028 10128 20017 58015,M
JFK,2019-11-04 18:51,56.00,35.00,45.40,190.00,13.00,0.00,30.34,1027.20,10.00,M,FEW,SCT,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,55.90,KJFK 041851Z 19013KT 10SM FEW140 SCT250 13/02 A3034 RMK AO2 SLP272 T01330017,M
JFK,2019-11-04 19:51,54.00,36.00,50.42,170.00,13.00,0.00,30.33,1026.80,10.00,M,FEW,FEW,BKN,BKN,3700.00,14000.00,20000.00,25000.00,M,M,M,M,M,M,M,54.00,KJFK 041951Z 17013KT 10SM FEW037 FEW140 BKN200 BKN250 12/02 A3033 RMK AO2 SLP268 T01220022,M
JFK,2019-11-04 20:51,54.00,38.00,54.34,170.00,16.00,0.00,30.32,1026.70,10.00,M,FEW,FEW,BKN,BKN,3700.00,14000.00,20000.00,25000.00,M,M,M,M,M,M,M,54.00,KJFK 042051Z 17016KT 10SM FEW037 FEW140 BKN200 BKN250 12/03 A3032 RMK AO2 SLP267 T01220033 56009,M
JFK,2019-11-04 21:51,53.00,39.00,58.64,170.00,14.00,0.00,30.32,1026.60,10.00,M,FEW,BKN,BKN,M,3700.00,20000.00,25000.00,M,M,M,M,M,M,M,M,53.10,KJFK 042151Z 17014KT 10SM FEW037 BKN200 BKN250 12/04 A3032 RMK AO2 SLP266 T01170039,M
JFK,2019-11-04 22:51,53.00,40.00,60.73,180.00,16.00,0.00,30.31,1026.40,10.00,M,SCT,BKN,M,M,19000.00,25000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 042251Z 18016KT 10SM SCT190 BKN250 12/04 A3031 RMK AO2 SLP264 T01170044,M
JFK,2019-11-04 23:51,53.00,41.00,63.38,180.00,13.00,0.00,30.32,1026.80,10.00,M,SCT,SCT,SCT,M,3800.00,19000.00,25000.00,M,M,M,M,M,M,M,M,53.10,KJFK 042351Z 18013KT 10SM SCT038 SCT190 SCT250 12/05 A3032 RMK AO2 SLP268 T01170050 10133 20111 53001,M
JFK,2019-11-05 00:51,54.00,42.00,63.98,190.00,15.00,0.00,30.31,1026.40,10.00,M,FEW,SCT,SCT,M,3700.00,19000.00,25000.00,M,M,M,M,M,M,M,M,54.00,KJFK 050051Z 19015KT 10SM FEW037 SCT190 SCT250 12/06 A3031 RMK AO2 SLP264 T01220056,M
JFK,2019-11-05 01:51,53.00,44.00,71.40,220.00,9.00,0.00,30.31,1026.30,10.00,M,SCT,BKN,BKN,M,3900.00,20000.00,25000.00,M,M,M,M,M,M,M,M,53.10,KJFK 050151Z 22009KT 10SM SCT039 BKN200 BKN250 12/07 A3031 RMK AO2 SLP263 T01170067,M
JFK,2019-11-05 02:51,53.00,45.00,73.89,220.00,9.00,0.00,30.31,1026.30,10.00,M,FEW,BKN,BKN,M,3700.00,21000.00,25000.00,M,M,M,M,M,M,M,M,53.10,KJFK 050251Z 22009KT 10SM FEW037 BKN210 BKN250 12/07 A3031 RMK AO2 SLP263 T01170072 56005,M
JFK,2019-11-05 03:51,53.00,44.00,71.40,210.00,9.00,0.00,30.30,1026.10,10.00,M,FEW,BKN,M,M,3800.00,21000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 050351Z 21009KT 10SM FEW038 BKN210 12/07 A3030 RMK AO2 SLP261 T01170067,M
JFK,2019-11-05 04:51,53.00,46.00,76.75,210.00,8.00,0.00,30.29,1025.80,10.00,M,SCT,SCT,M,M,4200.00,21000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 050451Z 21008KT 10SM SCT042 SCT210 12/08 A3029 RMK AO2 SLP258 T01170078 401330011,M
JFK,2019-11-05 05:51,53.00,48.00,82.76,200.00,11.00,0.00,30.29,1025.50,10.00,M,FEW,FEW,M,M,4300.00,21000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 050551Z 20011KT 10SM FEW043 FEW210 12/09 A3029 RMK AO2 SLP255 T01170089 10122 20094 58008,M
JFK,2019-11-05 06:51,54.00,49.00,82.82,200.00,10.00,0.00,30.28,1025.20,10.00,M,FEW,SCT,M,M,4300.00,19000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 050651Z 20010KT 10SM FEW043 SCT190 12/09 A3028 RMK AO2 SLP252 T01220094,M
JFK,2019-11-05 07:51,53.00,50.00,89.18,210.00,8.00,0.00,30.26,1024.60,10.00,M,FEW,SCT,M,M,4200.00,20000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 050751Z 21008KT 10SM FEW042 SCT200 12/10 A3026 RMK AO2 SLP246 T01170100,M
JFK,2019-11-05 08:51,50.00,49.00,95.98,210.00,6.00,0.00,30.25,1024.20,10.00,M,FEW,SCT,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,47.21,KJFK 050851Z 21006KT 10SM FEW055 SCT250 10/09 A3025 RMK AO2 SLP242 T01000094 57013,M
JFK,2019-11-05 09:51,54.00,52.00,92.92,190.00,8.00,0.00,30.25,1024.10,10.00,M,FEW,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 050951Z 19008KT 10SM FEW060 SCT250 12/11 A3025 RMK AO2 SLP241 T01220111,M
JFK,2019-11-05 10:51,55.00,53.00,93.29,200.00,9.00,T,30.24,1023.80,10.00,M,BKN,BKN,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,55.00,KJFK 051051Z 20009KT 10SM BKN050 BKN250 13/12 A3024 RMK AO2 RAB10E35 SLP238 P0000 T01280117,M
JFK,2019-11-05 11:51,56.00,53.00,90.29,180.00,6.00,0.00,30.23,1023.70,10.00,M,BKN,BKN,BKN,M,5000.00,6500.00,23000.00,M,M,M,M,M,M,M,M,55.90,KJFK 051151Z 18006KT 10SM BKN050 BKN065 BKN230 13/12 A3023 RMK AO2 SLP237 60000 T01330117 10133 20100 57005,M
JFK,2019-11-05 12:51,57.00,53.00,86.77,190.00,5.00,0.00,30.23,1023.60,10.00,M,SCT,BKN,BKN,M,4000.00,4900.00,23000.00,M,M,M,M,M,M,M,M,57.00,KJFK 051251Z 19005KT 10SM SCT040 BKN049 BKN230 14/12 A3023 RMK AO2 SLP236 T01390117,M
JFK,2019-11-05 13:51,59.00,53.00,80.75,160.00,6.00,0.00,30.21,1022.90,10.00,M,BKN,BKN,OVC,M,2600.00,3600.00,23000.00,M,M,M,M,M,M,M,M,59.00,KJFK 051351Z 16006KT 10SM BKN026 BKN036 OVC230 15/12 A3021 RMK AO2 SLP229 T01500117,M
JFK,2019-11-05 14:51,60.00,56.00,85.99,160.00,13.00,0.00,30.19,1022.10,10.00,18.00,BKN,BKN,BKN,OVC,2100.00,6000.00,13000.00,23000.00,M,M,M,M,M,M,M,60.10,KJFK 051451Z 16013G18KT 10SM BKN021 BKN060 BKN130 OVC230 16/13 A3019 RMK AO2 SLP221 T01560133 58016,M
JFK,2019-11-05 15:51,62.00,57.00,83.36,180.00,10.00,0.00,30.17,1021.70,10.00,M,FEW,BKN,BKN,BKN,1900.00,2800.00,7000.00,13000.00,M,M,M,M,M,M,M,62.10,KJFK 051551Z 18010KT 10SM FEW019 BKN028 BKN070 BKN130 17/14 A3017 RMK AO2 SLP217 BKN028 V SCT T01670139,M
JFK,2019-11-05 16:51,61.00,59.00,93.12,210.00,10.00,0.00,30.14,1020.60,10.00,M,SCT,BKN,OVC,M,1400.00,5000.00,13000.00,M,M,M,M,M,M,M,M,61.00,KJFK 051651Z 21010KT 10SM SCT014 BKN050 OVC130 16/15 A3014 RMK AO2 SLP206 T01610150,M
JFK,2019-11-05 17:51,62.00,58.00,86.11,240.00,9.00,0.00,30.12,1019.80,10.00,M,FEW,BKN,BKN,BKN,1600.00,4900.00,13000.00,25000.00,M,M,M,M,M,M,M,62.10,KJFK 051751Z 24009KT 10SM FEW016 BKN049 BKN130 BKN250 17/14 A3012 RMK AO2 SLP198 T01670144 10172 20133 58023,M
JFK,2019-11-05 18:51,61.00,52.00,72.22,240.00,10.00,0.00,30.11,1019.70,10.00,M,FEW,BKN,OVC,M,1800.00,4600.00,13000.00,M,M,M,M,M,M,M,M,61.00,KJFK 051851Z 24010KT 10SM FEW018 BKN046 OVC130 16/11 A3011 RMK AO2 SLP197 T01610111,M
JFK,2019-11-05 19:51,60.00,50.00,69.24,250.00,11.00,0.00,30.12,1019.90,10.00,M,FEW,FEW,BKN,BKN,1800.00,4600.00,12000.00,25000.00,M,M,M,M,M,M,M,60.10,KJFK 051951Z 25011KT 10SM FEW018 FEW046 BKN120 BKN250 16/10 A3012 RMK AO2 SLP199 T01560100,M
JFK,2019-11-05 20:51,59.00,46.00,61.98,240.00,11.00,0.00,30.12,1019.90,10.00,M,FEW,BKN,BKN,BKN,4600.00,14000.00,19000.00,25000.00,M,M,M,M,M,M,M,59.00,KJFK 052051Z 24011KT 10SM FEW046 BKN140 BKN190 BKN250 15/08 A3012 RMK AO2 SLP199 T01500078 53000,M
JFK,2019-11-05 21:51,58.00,46.00,64.47,230.00,10.00,0.00,30.12,1019.90,10.00,M,FEW,BKN,BKN,M,4600.00,14000.00,25000.00,M,M,M,M,M,M,M,M,57.90,KJFK 052151Z 23010KT 10SM FEW046 BKN140 BKN250 14/08 A3012 RMK AO2 SLP199 T01440078,M
JFK,2019-11-05 22:51,56.00,46.00,69.30,250.00,10.00,0.00,30.14,1020.40,10.00,M,FEW,SCT,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,55.90,KJFK 052251Z 25010KT 10SM FEW140 SCT250 13/08 A3014 RMK AO2 SLP204 T01330078,M
JFK,2019-11-05 23:51,55.00,44.00,66.61,250.00,9.00,0.00,30.15,1020.80,10.00,M,FEW,SCT,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,55.00,KJFK 052351Z 25009KT 10SM FEW140 SCT250 13/07 A3015 RMK AO2 SLP208 T01280067 10167 20128 53009,M
JFK,2019-11-06 00:51,55.00,45.00,68.93,250.00,9.00,0.00,30.15,1021.00,10.00,M,FEW,BKN,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,55.00,KJFK 060051Z 25009KT 10SM FEW140 BKN250 13/07 A3015 RMK AO2 SLP210 T01280072,M
JFK,2019-11-06 01:51,56.00,41.00,57.23,280.00,9.00,0.00,30.17,1021.60,10.00,M,SCT,SCT,M,M,13000.00,25000.00,M,M,M,M,M,M,M,M,M,55.90,KJFK 060151Z 28009KT 10SM SCT130 SCT250 13/05 A3017 RMK AO2 SLP216 T01330050,M
JFK,2019-11-06 02:51,56.00,39.00,52.94,290.00,10.00,0.00,30.18,1022.10,10.00,M,BKN,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,55.90,KJFK 060251Z 29010KT 10SM BKN130 13/04 A3018 RMK AO2 SLP221 T01330039 53013,M
JFK,2019-11-06 03:51,55.00,38.00,52.40,280.00,12.00,0.00,30.20,1022.70,10.00,M,BKN,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,55.00,KJFK 060351Z 28012KT 10SM BKN140 13/03 A3020 RMK AO2 SLP227 T01280033,M
JFK,2019-11-06 04:51,54.00,39.00,56.74,300.00,14.00,0.00,30.21,1023.00,10.00,M,FEW,BKN,M,M,5000.00,13000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 060451Z 30014KT 10SM FEW050 BKN130 12/04 A3021 RMK AO2 SLP230 T01220039 401720100,M
JFK,2019-11-06 05:51,51.00,39.00,63.12,330.00,11.00,0.00,30.24,1023.80,10.00,M,BKN,BKN,M,M,7000.00,13000.00,M,M,M,M,M,M,M,M,M,51.10,KJFK 060551Z 33011KT 10SM BKN070 BKN130 11/04 A3024 RMK AO2 SLP238 T01060039 10133 20106 53018,M
JFK,2019-11-06 06:51,50.00,37.00,60.79,320.00,11.00,0.00,30.25,1024.40,10.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,45.21,KJFK 060651Z 32011KT 10SM SCT080 10/03 A3025 RMK AO2 SLP244 T01000028,M
JFK,2019-11-06 07:51,48.00,36.00,62.97,320.00,10.00,0.00,30.27,1024.90,10.00,M,FEW,SCT,M,M,4500.00,8000.00,M,M,M,M,M,M,M,M,M,43.03,KJFK 060751Z 32010KT 10SM FEW045 SCT080 09/02 A3027 RMK AO2 SLP249 T00890022,M
JFK,2019-11-06 08:51,48.00,35.00,60.76,310.00,12.00,0.00,30.29,1025.60,10.00,M,FEW,FEW,M,M,5000.00,8500.00,M,M,M,M,M,M,M,M,M,42.37,KJFK 060851Z 31012KT 10SM FEW050 FEW085 09/02 A3029 RMK AO2 SLP256 T00890017 53018,M
JFK,2019-11-06 09:51,46.00,35.00,65.52,320.00,8.00,0.00,30.31,1026.30,10.00,M,FEW,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,41.36,KJFK 060951Z 32008KT 10SM FEW048 08/02 A3031 RMK AO2 SLP263 T00780017,M
JFK,2019-11-06 10:51,46.00,35.00,65.52,320.00,8.00,0.00,30.34,1027.40,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,41.36,KJFK 061051Z 32008KT 10SM FEW050 08/02 A3034 RMK AO2 SLP274 T00780017,M
JFK,2019-11-06 11:51,45.00,35.00,68.05,310.00,8.00,0.00,30.37,1028.20,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,40.13,KJFK 061151Z 31008KT 10SM FEW050 07/02 A3037 RMK AO2 SLP282 T00720017 10106 20067 53026,M
JFK,2019-11-06 12:51,49.00,33.00,54.24,300.00,11.00,0.00,30.39,1029.00,10.00,M,FEW,FEW,M,M,5000.00,28000.00,M,M,M,M,M,M,M,M,M,43.82,KJFK 061251Z 30011KT 10SM FEW050 FEW280 09/01 A3039 RMK AO2 SLP290 T00940006,M
JFK,2019-11-06 13:51,50.00,33.00,52.06,300.00,10.00,0.00,30.40,1029.30,10.00,M,FEW,FEW,M,M,5000.00,28000.00,M,M,M,M,M,M,M,M,M,45.54,KJFK 061351Z 30010KT 10SM FEW050 FEW280 10/01 A3040 RMK AO2 SLP293 T01000006,M
JFK,2019-11-06 14:51,51.00,32.00,47.81,270.00,10.00,0.00,30.41,1029.60,10.00,M,FEW,FEW,M,M,5000.00,28000.00,M,M,M,M,M,M,M,M,M,51.10,KJFK 061451Z 27010KT 10SM FEW050 FEW280 11/00 A3041 RMK AO2 SLP296 T01060000 51015,M
JFK,2019-11-06 15:51,53.00,30.90,42.48,330.00,9.00,0.00,30.41,1029.50,10.00,M,FEW,FEW,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 061551Z 33009KT 10SM FEW055 FEW250 12/M01 A3041 RMK AO2 SLP295 T01171006,M
JFK,2019-11-06 16:51,54.00,30.00,39.63,270.00,7.00,0.00,30.39,1029.00,10.00,15.00,FEW,FEW,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,54.00,KJFK 061651Z 27007G15KT 220V310 10SM FEW055 FEW250 12/M01 A3039 RMK AO2 SLP290 T01221011,M
JFK,2019-11-06 17:51,55.00,28.00,35.21,310.00,10.00,0.00,30.36,1028.10,10.00,16.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,55.00,KJFK 061751Z 31010G16KT 10SM FEW250 13/M02 A3036 RMK AO2 SLP281 T01281022 10128 20078 58015,M
JFK,2019-11-06 18:51,55.00,27.00,33.79,270.00,7.00,0.00,30.36,1027.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,55.00,KJFK 061851Z 27007KT 10SM FEW250 13/M03 A3036 RMK AO2 SLP279 T01281028,M
JFK,2019-11-06 19:51,55.00,28.00,35.21,260.00,11.00,0.00,30.35,1027.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,55.00,KJFK 061951Z 26011KT 10SM FEW250 13/M02 A3035 RMK AO2 SLP275 T01281022,M
JFK,2019-11-06 20:51,53.00,28.90,39.16,250.00,7.00,0.00,30.35,1027.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.10,KJFK 062051Z 25007KT 10SM FEW250 12/M02 A3035 RMK AO2 SLP276 T01171017 55005,M
JFK,2019-11-06 21:51,50.00,28.90,43.92,230.00,9.00,0.00,30.36,1027.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.90,KJFK 062151Z 23009KT 10SM CLR 10/M02 A3036 RMK AO2 SLP279 T01001017,M
JFK,2019-11-06 22:51,50.00,30.90,47.64,240.00,9.00,0.00,30.37,1028.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.90,KJFK 062251Z 24009KT 10SM CLR 10/M01 A3037 RMK AO2 SLP284 T01001006,M
JFK,2019-11-06 23:51,50.00,30.00,45.93,250.00,8.00,0.00,30.38,1028.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.29,KJFK 062351Z 25008KT 10SM CLR 10/M01 A3038 RMK AO2 SLP287 T01001011 10133 20094 52011,M
JFK,2019-11-07 00:51,51.00,28.90,42.16,250.00,10.00,0.00,30.38,1028.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.10,KJFK 070051Z 25010KT 10SM CLR 11/M02 A3038 RMK AO2 SLP288 T01061017,M
JFK,2019-11-07 01:51,49.00,35.00,58.75,240.00,9.00,0.00,30.38,1028.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.53,KJFK 070151Z 24009KT 10SM CLR 09/02 A3038 RMK AO2 SLP287 T00940017,M
JFK,2019-11-07 02:51,49.00,35.00,58.75,240.00,8.00,0.00,30.38,1028.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.93,KJFK 070251Z 24008KT 10SM CLR 09/02 A3038 RMK AO2 SLP286 T00940017 58001,M
JFK,2019-11-07 03:51,47.00,34.00,60.61,230.00,8.00,0.00,30.36,1028.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.47,KJFK 070351Z 23008KT 10SM CLR 08/01 A3036 RMK AO2 SLP281 T00830011,M
JFK,2019-11-07 04:51,46.00,36.00,67.90,250.00,6.00,0.00,30.36,1027.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,42.39,KJFK 070451Z 25006KT 10SM FEW250 08/02 A3036 RMK AO2 SLP279 T00780022 401330067,M
JFK,2019-11-07 05:51,45.00,37.00,73.37,220.00,8.00,0.00,30.35,1027.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,40.13,KJFK 070551Z 22008KT 10SM FEW250 07/03 A3035 RMK AO2 SLP276 T00720028 10106 20067 56010,M
JFK,2019-11-07 06:51,44.00,36.00,72.99,230.00,7.00,0.00,30.33,1026.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,39.53,KJFK 070651Z 23007KT 10SM FEW250 07/02 A3033 RMK AO2 SLP269 T00670022,M
JFK,2019-11-07 07:51,50.00,38.00,62.98,220.00,11.00,0.00,30.30,1026.00,10.00,M,BKN,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,45.21,KJFK 070751Z 22011KT 10SM BKN130 10/03 A3030 RMK AO2 SLP260 T01000033 CHINO W $,M
JFK,2019-11-07 08:51,51.00,38.00,60.46,230.00,13.00,0.00,30.29,1025.50,10.00,M,FEW,OVC,M,M,8000.00,13000.00,M,M,M,M,M,M,M,M,M,51.10,KJFK 070851Z 23013KT 10SM FEW080 OVC130 11/03 A3029 RMK AO2 SLP255 T01060033 56021 $,M
JFK,2019-11-07 09:51,51.00,40.00,65.38,230.00,11.00,0.00,30.28,1025.20,10.00,M,OVC,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,51.10,KJFK 070951Z 23011KT 10SM OVC140 11/04 A3028 RMK AO2 SLP252 T01060044 CHINO W $,M
JFK,2019-11-07 10:51,52.00,38.00,58.48,220.00,13.00,0.00,30.26,1024.60,10.00,M,FEW,OVC,M,M,7000.00,13000.00,M,M,M,M,M,M,M,M,M,52.00,KJFK 071051Z 22013KT 10SM FEW070 OVC130 11/03 A3026 RMK AO2 SLP246 T01110033 $,M
JFK,2019-11-07 11:51,52.00,33.00,48.34,210.00,12.00,0.00,30.23,1023.80,10.00,M,FEW,BKN,BKN,M,7000.00,11000.00,16000.00,M,M,M,M,M,M,M,M,52.00,KJFK 071151Z 21012KT 10SM FEW070 BKN110 BKN160 11/00 A3023 RMK AO2 SLP238 10111 20067 T01110006 58018 $,M
JFK,2019-11-07 12:51,54.00,33.00,44.92,210.00,16.00,0.00,30.23,1023.70,10.00,23.00,FEW,BKN,BKN,BKN,7500.00,12000.00,15000.00,20000.00,M,M,M,M,M,M,M,54.00,KJFK 071251Z 21016G23KT 10SM FEW075 BKN120 BKN150 BKN200 12/00 A3023 RMK AO2 SLP237 T01220006 $,M
JFK,2019-11-07 13:51,54.00,33.00,44.92,230.00,14.00,0.00,30.22,1023.30,10.00,M,FEW,BKN,BKN,BKN,7000.00,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,54.00,KJFK 071351Z 23014KT 10SM FEW070 BKN110 BKN150 BKN200 12/01 A3022 RMK AO2 SLP233 T01220006 $,M
JFK,2019-11-07 14:51,53.00,33.00,46.42,250.00,13.00,0.00,30.22,1023.30,10.00,M,FEW,BKN,BKN,OVC,7000.00,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,53.10,KJFK 071451Z 25013KT 10SM FEW070 BKN110 BKN150 OVC200 12/00 A3022 RMK AO2 SLP233 T01170006 56004 $,M
JFK,2019-11-07 15:51,56.00,45.00,66.72,230.00,13.00,0.00,30.18,1021.80,10.00,M,FEW,BKN,BKN,BKN,9000.00,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,55.90,KJFK 071551Z 23013KT 10SM FEW090 BKN110 BKN150 BKN200 13/07 A3018 RMK AO2 SLP218 T01330072 $,M
JFK,2019-11-07 16:51,55.00,44.00,66.61,220.00,10.00,0.00,30.12,1019.80,10.00,M,BKN,BKN,OVC,M,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,55.00,KJFK 071651Z 22010KT 10SM BKN110 BKN150 OVC200 13/07 A3012 RMK AO2 PRESFR SLP198 T01280067,M
JFK,2019-11-07 17:51,57.00,43.00,59.40,220.00,11.00,0.00,30.08,1018.70,10.00,17.00,FEW,OVC,M,M,5000.00,10000.00,M,M,M,M,M,M,M,M,M,57.00,KJFK 071751Z 22011G17KT 10SM FEW050 OVC100 14/06 A3008 RMK AO2 PRESFR SLP187 T01390061 56047,M
JFK,2019-11-07 18:51,57.00,45.00,64.12,240.00,12.00,0.00,30.04,1017.20,10.00,M,FEW,BKN,OVC,M,5000.00,10000.00,15000.00,M,M,M,M,M,M,M,M,57.00,KJFK 071851Z 24012KT 10SM FEW050 BKN100 OVC150 14/07 A3004 RMK AO2 SLP172 T01390072,M
JFK,2019-11-07 19:51,57.00,46.00,66.59,230.00,9.00,0.00,30.01,1016.20,10.00,M,FEW,BKN,OVC,M,5000.00,11000.00,14000.00,M,M,M,M,M,M,M,M,57.00,KJFK 071951Z 23009KT 10SM FEW050 BKN110 OVC140 14/08 A3001 RMK AO2 SLP162 T01390078,M
JFK,2019-11-07 20:51,56.00,46.00,69.30,210.00,8.00,0.00,29.99,1015.50,10.00,M,FEW,FEW,BKN,OVC,5000.00,8500.00,10000.00,14000.00,M,M,M,M,M,M,M,55.90,KJFK 072051Z 21008KT 10SM FEW050 FEW085 BKN100 OVC140 13/08 A2999 RMK AO2 SLP155 T01330078 56031,M
JFK,2019-11-07 21:51,56.00,48.00,74.72,210.00,6.00,0.00,29.98,1015.20,10.00,M,FEW,BKN,OVC,M,4700.00,6500.00,11000.00,M,M,M,M,M,M,M,M,55.90,KJFK 072151Z 21006KT 10SM FEW047 BKN065 OVC110 13/09 A2998 RMK AO2 SLP152 T01330089,M
JFK,2019-11-07 22:51,57.00,48.00,71.81,270.00,10.00,T,30.01,1016.00,10.00,M,OVC,M,M,M,3900.00,M,M,M,-RA,M,M,M,M,M,M,57.00,KJFK 072251Z 27010KT 10SM -RA OVC039 14/09 A3001 RMK AO2 RAB46 SLP160 P0000 T01390089,M
JFK,2019-11-07 23:09,52.00,46.00,79.92,320.00,12.00,T,30.02,M,9.00,M,FEW,BKN,OVC,M,2800.00,3400.00,4200.00,M,-RA,M,M,M,M,M,M,52.00,KJFK 072309Z 32012KT 9SM -RA FEW028 BKN034 OVC042 11/08 A3002 RMK AO2 WSHFT 2251 P0000 T01110078,M
JFK,2019-11-07 23:51,52.00,49.00,89.13,290.00,12.00,0.01,30.03,1016.90,9.00,M,OVC,M,M,M,4300.00,M,M,M,-RA,M,M,M,M,M,M,52.00,KJFK 072351Z 29012KT 9SM -RA OVC043 11/09 A3003 RMK AO2 WSHFT 2251 SLP169 P0001 60001 T01110094 10139 20111 53014,M
JFK,2019-11-08 00:51,50.00,47.00,89.04,300.00,14.00,0.01,30.01,1016.30,10.00,M,FEW,SCT,OVC,M,1700.00,4900.00,6000.00,M,-RA,M,M,M,M,M,M,44.36,KJFK 080051Z 30014KT 10SM -RA FEW017 SCT049 OVC060 10/08 A3001 RMK AO2 SLP163 P0001 T01000083,M
