FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Month,Year,Cancelled,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,inx_danjerous_1,inx_danjerous_2,inx_danjerous_3,inx_danjerous_4,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
2019-11-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,347.0,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",0 days 18:20:00,1819.0,-1.0,29.0,1848.0,2136.0,13.0,2136.0,2149.0,13.0,0.0,,0.0,256.0,270.0,228.0,1391.0,,,,,,11.0,2019.0,False,30.04,200.00,48.00,44.16,M,M,M,M,0.08,0.0,0.0,0.0,KJFK 262251Z 20010KT 10SM SCT250 09/09 A3004 RMK AO2 SLP172 T00940089 $,1017.20,0.00,M,M,M,96.69,10.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,49.00,2019-11-26 22:51:00,10.00,M
2019-12-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,430.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 11:25:00,1213.0,48.0,15.0,1228.0,1553.0,6.0,1517.0,1559.0,42.0,0.0,,0.0,412.0,406.0,385.0,2586.0,42.0,0.0,0.0,0.0,0.0,12.0,2019.0,False,29.79,250.00,35.00,41.39,29.00,M,M,M,0.2272727272727272,0.4285714285714285,0.2,0.12,KJFK 151551Z 25021G29KT 10SM FEW044 BKN070 BKN150 BKN250 09/02 A2979 RMK AO2 PK WND 26029/1549 SLP087 T00940017 $,1008.70,0.00,260.00,29.00,2019-12-15 15:49,58.75,21.00,FEW,BKN,BKN,BKN,4400.00,7000.00,15000.00,25000.00,M,JFK,49.00,2019-12-15 15:51:00,10.00,M
2020-08-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,76.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 07:07:00,652.0,-15.0,17.0,709.0,942.0,6.0,1025.0,948.0,-37.0,0.0,,0.0,378.0,356.0,333.0,2586.0,,,,,,8.0,2020.0,False,30.13,360.00,65.00,70.00,M,M,M,M,0.4347826086956522,0.4615384615384615,0.3157894736842105,0.1875,KJFK 071051Z 36007KT 9SM FEW023 BKN065 BKN095 BKN160 21/18 A3013 RMK AO2 RAE34 SLP203 P0009 T02110183 $,1020.30,0.09,M,M,M,83.86,7.00,FEW,BKN,BKN,BKN,2300.00,6500.00,9500.00,16000.00,M,JFK,70.00,2020-08-07 10:51:00,9.00,M
2020-07-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1092.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 07:15:00,715.0,0.0,14.0,729.0,946.0,6.0,1011.0,952.0,-19.0,0.0,,0.0,176.0,157.0,137.0,1069.0,,,,,,7.0,2020.0,False,29.97,230.00,68.00,73.00,M,M,M,M,1.1538461538461535,0.12,0.0,0.0,KJFK 051051Z 23008KT 10SM BKN026 BKN250 23/20 A2997 RMK AO2 SLP148 T02280200 $,1014.80,0.00,M,M,M,84.34,8.00,BKN,BKN,M,M,2600.00,25000.00,M,M,M,JFK,73.00,2020-07-05 10:51:00,10.00,M
2019-12-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1085.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 09:45:00,945.0,0.0,17.0,1002.0,1258.0,9.0,1310.0,1307.0,-3.0,0.0,,0.0,385.0,382.0,356.0,2475.0,,,,,,12.0,2019.0,False,29.61,280.00,30.00,27.97,M,M,M,M,0.3571428571428571,0.6382978723404255,0.4,0.0,KJFK 041351Z 28013KT 10SM FEW028 BKN047 OVC100 03/M01 A2961 RMK AO2 SLP025 VCSH SW T00281011 $,1002.50,0.00,M,M,M,75.56,13.00,FEW,BKN,OVC,M,2800.00,4700.00,10000.00,M,M,JFK,37.00,2019-12-04 13:51:00,10.00,M
2020-07-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,8799.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 19:59:00,1953.0,-6.0,18.0,2011.0,2154.0,7.0,2220.0,2201.0,-19.0,0.0,,0.0,141.0,128.0,103.0,760.0,,,,,,7.0,2020.0,False,29.87,90.00,70.00,73.00,M,M,M,M,2.2222222222222223,0.4444444444444444,0.4615384615384615,0.2307692307692307,KJFK 032351Z 09010KT 7SM -RA SCT009 SCT045 BKN065 BKN130 23/21 A2987 RMK AO2 LTG DSNT W-NE RAB41 SLP114 CB DSNT S P0002 60040 T02280211 10317 20228 53022 $,1011.40,0.02,M,M,M,90.32,10.00,SCT,SCT,BKN,BKN,900.00,4500.00,6500.00,13000.00,M,JFK,73.00,2020-07-03 23:51:00,7.00,-RA
2019-11-08,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,34.0,JFK,"New York, NY",BTV,"Burlington, VT",0 days 12:10:00,1416.0,126.0,19.0,1435.0,1523.0,3.0,1322.0,1526.0,124.0,0.0,,0.0,72.0,70.0,48.0,266.0,124.0,0.0,0.0,0.0,0.0,11.0,2019.0,False,30.15,300.00,18.00,29.88,29.00,M,M,M,0.4,0.0,0.0,0.0,KJFK 081651Z 30019G29KT 10SM SCT050 04/M08 A3015 RMK AO2 PK WND 31032/1609 SLP208 T00441078,1020.80,0.00,310.00,32.00,2019-11-08 16:09,40.82,19.00,SCT,M,M,M,5000.00,M,M,M,M,JFK,40.00,2019-11-08 16:51:00,10.00,M
2019-12-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,1757.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 07:29:00,725.0,-4.0,21.0,746.0,830.0,7.0,849.0,837.0,-12.0,0.0,,0.0,80.0,72.0,44.0,187.0,,,,,,12.0,2019.0,False,30.17,260.00,32.00,29.65,M,M,M,M,0.08,0.0,0.0,0.0,KJFK 231151Z 26007KT 10SM SCT250 02/00 A3017 RMK AO2 SLP217 T00220000 10033 20006 53003,1021.70,0.00,M,M,M,85.23,7.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,36.00,2019-12-23 11:51:00,10.00,M
2020-03-09,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4824.0,JFK,"New York, NY",ROC,"Rochester, NY",0 days 17:39:00,1737.0,-2.0,18.0,1755.0,1846.0,5.0,1914.0,1851.0,-23.0,0.0,,0.0,95.0,74.0,51.0,264.0,,,,,,3.0,2020.0,False,30.25,180.00,41.00,57.90,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 092051Z 18011KT 10SM FEW250 14/05 A3025 RMK AO2 SLP244 T01440050 56018,1024.40,0.00,M,M,M,53.24,11.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,58.00,2020-03-09 20:51:00,10.00,M
2019-12-03,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5100.0,JFK,"New York, NY",JAX,"Jacksonville, FL",0 days 19:55:00,1949.0,-6.0,23.0,2012.0,2215.0,3.0,2259.0,2218.0,-41.0,0.0,,0.0,184.0,149.0,123.0,828.0,,,,,,12.0,2019.0,False,29.6,310.00,21.00,23.37,20.00,M,M,M,0.08,0.0,0.0,0.0,KJFK 040051Z 31015G20KT 10SM SCT250 01/M06 A2960 RMK AO2 SLP022 T00111061 $,1002.20,0.00,M,M,M,58.56,15.00,SCT,M,M,M,25000.00,M,M,M,M,JFK,34.00,2019-12-04 00:51:00,10.00,M
2020-06-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,3132.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 18:00:00,1755.0,-5.0,13.0,1808.0,2048.0,6.0,2102.0,2054.0,-8.0,0.0,,0.0,362.0,359.0,340.0,2475.0,,,,,,6.0,2020.0,False,29.87,170.00,63.00,75.00,M,M,M,M,0.1666666666666666,0.0714285714285714,0.12,0.0,KJFK 042151Z 17012KT 10SM FEW060 FEW140 BKN250 24/17 A2987 RMK AO2 SLP116 T02390172,1011.60,0.00,M,M,M,66.27,12.00,FEW,FEW,BKN,M,6000.00,14000.00,25000.00,M,M,JFK,75.00,2020-06-04 21:51:00,10.00,M
2019-11-25,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1415.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 19:40:00,1935.0,-5.0,24.0,1959.0,2312.0,9.0,2329.0,2321.0,-8.0,0.0,,0.0,409.0,406.0,373.0,2586.0,,,,,,11.0,2019.0,False,29.91,200.00,43.00,40.63,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 252351Z 20007KT 10SM FEW250 07/06 A2991 RMK AO2 SLP128 T00720061 10111 20061 53015 $,1012.80,0.00,M,M,M,92.65,7.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,45.00,2019-11-25 23:51:00,10.00,M
2020-01-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2649.0,JFK,"New York, NY",TPA,"Tampa, FL",0 days 15:09:00,1510.0,1.0,18.0,1528.0,1805.0,3.0,1818.0,1808.0,-10.0,0.0,,0.0,189.0,178.0,157.0,1005.0,,,,,,1.0,2020.0,False,29.96,280.00,27.00,37.07,M,M,M,M,0.2040816326530612,0.4285714285714285,0.0,0.0,KJFK 061951Z 28013KT 10SM FEW049 BKN070 07/M03 A2996 RMK AO2 SLP146 T00671028 $,1014.60,0.00,M,M,M,50.73,13.00,FEW,BKN,M,M,4900.00,7000.00,M,M,M,JFK,44.00,2020-01-06 19:51:00,10.00,M
2020-02-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2242.0,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",0 days 06:30:00,1250.0,380.0,35.0,1325.0,1550.0,12.0,944.0,1602.0,378.0,0.0,,0.0,254.0,252.0,205.0,1391.0,378.0,0.0,0.0,0.0,0.0,2.0,2020.0,False,30.47,40.00,25.00,24.02,M,M,M,M,0.1428571428571428,0.2,0.0,0.0,KJFK 091051Z 04005KT 10SM FEW070 SCT100 M01/M04 A3047 RMK AO2 SLP319 T10111039 $,1031.90,0.00,M,M,M,81.40,5.00,FEW,SCT,M,M,7000.00,10000.00,M,M,M,JFK,30.00,2020-02-09 10:51:00,10.00,M
2020-03-16,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,883.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 16:41:00,1637.0,-4.0,28.0,1705.0,1915.0,8.0,1945.0,1923.0,-22.0,0.0,,0.0,184.0,166.0,130.0,944.0,,,,,,3.0,2020.0,False,30.54,120.00,30.90,35.23,M,M,M,M,0.9375,0.12,0.0,0.0,KJFK 161951Z 12011KT 10SM BKN032 BKN250 06/M01 A3054 RMK AO2 SLP340 T00561006,1034.00,0.00,M,M,M,64.24,11.00,BKN,BKN,M,M,3200.00,25000.00,M,M,M,JFK,42.00,2020-03-16 19:51:00,10.00,M
2020-02-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1408.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 07:50:00,748.0,-2.0,16.0,804.0,842.0,6.0,912.0,848.0,-24.0,0.0,,0.0,82.0,60.0,38.0,187.0,,,,,,2.0,2020.0,False,29.63,320.00,33.00,29.73,M,M,M,M,0.4,0.4615384615384615,0.375,0.12,KJFK 021251Z 32009KT 7SM FEW025 BKN065 BKN080 BKN250 03/01 A2963 RMK AO2 RAB14E45 SLP039 T00280006 PNO $,1003.90,0.00,M,M,M,85.64,9.00,FEW,BKN,BKN,BKN,2500.00,6500.00,8000.00,25000.00,M,JFK,37.00,2020-02-02 12:51:00,7.00,M
2019-12-15,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,611.0,JFK,"New York, NY",LAS,"Las Vegas, NV",0 days 19:30:00,1951.0,21.0,17.0,2008.0,2300.0,9.0,2223.0,2309.0,46.0,0.0,,0.0,353.0,378.0,352.0,2248.0,21.0,0.0,25.0,0.0,0.0,12.0,2019.0,False,30.06,270.00,24.10,32.15,M,M,M,M,0.1538461538461538,0.0,0.0,0.0,KJFK 152351Z 27016KT 10SM FEW065 05/M04 A3006 RMK AO2 PK WND 27027/2252 SLP177 T00501044 10094 20050 51041,1017.70,0.00,270.00,27.00,2019-12-15 22:52,50.67,16.00,FEW,M,M,M,6500.00,M,M,M,M,JFK,41.00,2019-12-15 23:51:00,10.00,M
2019-11-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2634.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 11:25:00,1122.0,-3.0,17.0,1139.0,1402.0,8.0,1415.0,1410.0,-5.0,0.0,,0.0,170.0,168.0,143.0,944.0,,,,,,11.0,2019.0,False,29.92,190.00,55.00,55.00,M,M,M,M,0.7142857142857143,0.2727272727272727,0.1739130434782608,0.0,KJFK 271551Z 19008KT 10SM FEW014 BKN110 OVC230 13/13 A2992 RMK AO2 SLP132 T01280128 $,1013.20,0.00,M,M,M,100.00,8.00,FEW,BKN,OVC,M,1400.00,11000.00,23000.00,M,M,JFK,55.00,2019-11-27 15:51:00,10.00,M
2020-11-09,Republic Airline,Republic Airline: YX,YX,20452.0,5812.0,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",0 days 14:55:00,1453.0,-2.0,14.0,1507.0,1618.0,8.0,1638.0,1626.0,-12.0,0.0,,0.0,103.0,93.0,71.0,427.0,,,,,,11.0,2020.0,False,30.28,170.00,51.00,69.10,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 091951Z 17007KT 10SM FEW250 21/11 A3028 RMK AO2 SLP253 T02060106 $,1025.30,0.00,M,M,M,52.67,7.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,69.00,2020-11-09 19:51:00,10.00,M
2019-11-15,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,3434.0,JFK,"New York, NY",BWI,"Baltimore, MD",0 days 20:59:00,2055.0,-4.0,15.0,2110.0,2149.0,5.0,2221.0,2154.0,-27.0,0.0,,0.0,82.0,59.0,39.0,184.0,,,,,,11.0,2019.0,False,30.2,310.00,27.00,42.04,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 160151Z 31009KT 10SM BKN250 08/M03 A3020 RMK AO2 SLP226 T00831028,1022.60,0.00,M,M,M,45.62,9.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,47.00,2019-11-16 01:51:00,10.00,M
2020-08-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,448.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 14:58:00,1454.0,-4.0,18.0,1512.0,1701.0,9.0,1725.0,1710.0,-15.0,0.0,,0.0,147.0,136.0,109.0,760.0,,,,,,8.0,2020.0,False,30.05,190.00,70.00,83.28,M,M,M,M,0.2222222222222222,0.1111111111111111,0.12,0.0,KJFK 231851Z 19012KT 10SM FEW045 SCT180 BKN250 27/21 A3005 RMK AO2 SLP176 T02670211 $,1017.60,0.00,M,M,M,71.35,12.00,FEW,SCT,BKN,M,4500.00,18000.00,25000.00,M,M,JFK,80.00,2020-08-23 18:51:00,10.00,M
2020-12-15,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1171.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 15:07:00,1505.0,-2.0,13.0,1518.0,1754.0,12.0,1759.0,1806.0,7.0,0.0,,0.0,172.0,181.0,156.0,1069.0,,,,,,12.0,2020.0,False,30.28,320.00,16.00,31.35,19.00,M,M,M,0.1818181818181818,0.12,0.0,0.0,KJFK 151951Z 32014G19KT 10SM FEW055 BKN250 04/M09 A3028 RMK AO2 SLP254 T00441089 $,1025.40,0.00,M,M,M,37.44,14.00,FEW,BKN,M,M,5500.00,25000.00,M,M,M,JFK,40.00,2020-12-15 19:51:00,10.00,M
2020-08-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,448.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 14:58:00,1459.0,1.0,17.0,1516.0,1706.0,8.0,1725.0,1714.0,-11.0,0.0,,0.0,147.0,135.0,110.0,760.0,,,,,,8.0,2020.0,False,29.91,170.00,65.00,77.00,M,M,M,M,0.25,0.04,0.0,0.0,KJFK 171851Z 17015KT 10SM FEW040 FEW250 25/18 A2991 RMK AO2 SLP127 T02500183,1012.70,0.00,M,M,M,66.27,15.00,FEW,FEW,M,M,4000.00,25000.00,M,M,M,JFK,77.00,2020-08-17 18:51:00,10.00,M
2020-08-29,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5038.0,JFK,"New York, NY",IAD,"Washington, DC",0 days 19:40:00,1931.0,-9.0,15.0,1946.0,2026.0,5.0,2111.0,2031.0,-40.0,0.0,,0.0,91.0,60.0,40.0,228.0,,,,,,8.0,2020.0,False,29.5,190.00,73.00,75.90,M,M,M,M,0.25,0.1666666666666666,0.08,0.0,KJFK 292251Z 19011KT 10SM FEW040 SCT120 SCT250 24/23 A2950 RMK AO2 SLP988 T02440228 $,998.80,0.00,M,M,M,90.74,11.00,FEW,SCT,SCT,M,4000.00,12000.00,25000.00,M,M,JFK,76.00,2020-08-29 22:51:00,10.00,M
2020-06-26,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930.0,160.0,JFK,"New York, NY",SEA,"Seattle, WA",0 days 11:50:00,1202.0,12.0,17.0,1219.0,1446.0,8.0,1445.0,1454.0,9.0,0.0,,0.0,355.0,352.0,327.0,2422.0,,,,,,6.0,2020.0,False,29.96,310.00,52.00,83.03,14.00,M,M,M,0.1538461538461538,0.0555555555555555,0.1304347826086956,0.0,KJFK 261551Z 31009G14KT 10SM FEW065 FEW180 BKN230 29/11 A2996 RMK AO2 SLP146 T02940111,1014.60,0.00,M,M,M,32.24,9.00,FEW,FEW,BKN,M,6500.00,18000.00,23000.00,M,M,JFK,85.00,2020-06-26 15:51:00,10.00,M
2019-11-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2581.0,JFK,"New York, NY",CLT,"Charlotte, NC",0 days 11:45:00,1143.0,-2.0,25.0,1208.0,1332.0,7.0,1400.0,1339.0,-21.0,0.0,,0.0,135.0,116.0,84.0,541.0,,,,,,11.0,2019.0,False,29.94,350.00,34.00,35.93,M,M,M,M,0.8,0.8333333333333333,0.7272727272727273,0.0,KJFK 201634Z 35017KT 10SM SCT025 BKN036 OVC055 07/01 A2994 RMK AO2 PK WND 34026/1604 CIG 026 W T00670011 $,M,0.00,340.00,26.00,2019-11-20 16:04,67.41,17.00,SCT,BKN,OVC,M,2500.00,3600.00,5500.00,M,M,JFK,44.00,2019-11-20 16:34:00,10.00,M
2020-02-04,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5095.0,JFK,"New York, NY",BUF,"Buffalo, NY",0 days 17:35:00,1723.0,-12.0,24.0,1747.0,1852.0,4.0,1915.0,1856.0,-19.0,0.0,,0.0,100.0,93.0,65.0,301.0,,,,,,2.0,2020.0,False,29.77,220.00,46.00,51.10,M,M,M,M,0.1666666666666666,0.2727272727272727,0.2307692307692307,0.1304347826086956,KJFK 042151Z 22004KT 10SM FEW060 BKN110 BKN130 BKN230 11/08 A2977 RMK AO2 SLP082 T01060078,1008.20,0.00,M,M,M,82.62,4.00,FEW,BKN,BKN,BKN,6000.00,11000.00,13000.00,23000.00,M,JFK,51.00,2020-02-04 21:51:00,10.00,M
2020-11-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2683.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 20:30:00,2026.0,-4.0,13.0,2039.0,2309.0,5.0,2313.0,2314.0,1.0,0.0,,0.0,163.0,168.0,150.0,944.0,,,,,,11.0,2020.0,False,30.22,90.00,53.00,55.00,20.00,M,M,M,3.636363636363636,0.0,0.0,0.0,KJFK 230051Z 09014G20KT 10SM OVC011 13/12 A3022 RMK AO2 SLP233 T01280117 $,1023.30,0.00,M,M,M,93.29,14.00,OVC,M,M,M,1100.00,M,M,M,M,JFK,55.00,2020-11-23 00:51:00,10.00,M
2019-11-24,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,789.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 13:23:00,1317.0,-6.0,15.0,1332.0,1548.0,6.0,1618.0,1554.0,-24.0,0.0,,0.0,175.0,157.0,136.0,944.0,,,,,,11.0,2019.0,False,29.24,330.00,42.00,32.32,M,M,M,M,3.75,2.3076923076923075,1.818181818181818,0.0,KJFK 241751Z 33021KT 5SM -RA BR BKN008 BKN013 OVC022 06/06 A2924 RMK AO2 SLP901 P0003 60016 T00560056 10094 20056 53003 $,990.10,0.03,M,M,M,100.00,21.00,BKN,BKN,OVC,M,800.00,1300.00,2200.00,M,M,JFK,42.00,2019-11-24 17:51:00,5.00,-RA BR
2020-02-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5446.0,JFK,"New York, NY",BNA,"Nashville, TN",0 days 08:33:00,828.0,-5.0,19.0,847.0,933.0,8.0,1028.0,941.0,-47.0,0.0,,0.0,175.0,133.0,106.0,765.0,,,,,,2.0,2020.0,False,29.63,320.00,33.00,29.73,M,M,M,M,0.4,0.4615384615384615,0.375,0.12,KJFK 021251Z 32009KT 7SM FEW025 BKN065 BKN080 BKN250 03/01 A2963 RMK AO2 RAB14E45 SLP039 T00280006 PNO $,1003.90,0.00,M,M,M,85.64,9.00,FEW,BKN,BKN,BKN,2500.00,6500.00,8000.00,25000.00,M,JFK,37.00,2020-02-02 12:51:00,7.00,M
2019-11-15,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5266.0,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",0 days 08:05:00,800.0,-5.0,12.0,812.0,930.0,6.0,955.0,936.0,-19.0,0.0,,0.0,110.0,96.0,78.0,427.0,,,,,,11.0,2019.0,False,30.28,230.00,27.00,30.87,M,M,M,M,0.1538461538461538,0.08,0.0,0.0,KJFK 151251Z 23007KT 10SM FEW065 SCT250 03/M03 A3028 RMK AO2 SLP252 T00281028,1025.20,0.00,M,M,M,66.82,7.00,FEW,SCT,M,M,6500.00,25000.00,M,M,M,JFK,37.00,2019-11-15 12:51:00,10.00,M
2019-12-21,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2883.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 08:00:00,800.0,0.0,22.0,822.0,1042.0,9.0,1107.0,1051.0,-16.0,0.0,,0.0,187.0,171.0,140.0,944.0,,,,,,12.0,2019.0,False,30.65,30.00,17.10,18.19,M,M,M,M,0.0476190476190476,0.12,0.0,0.0,KJFK 211251Z 03004KT 10SM FEW210 BKN250 M04/M08 A3065 RMK AO2 SLP378 T10441083 $,1037.80,0.00,M,M,M,74.27,4.00,FEW,BKN,M,M,21000.00,25000.00,M,M,M,JFK,24.10,2019-12-21 12:51:00,10.00,M
2020-01-18,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,419.0,JFK,"New York, NY",LAS,"Las Vegas, NV",0 days 14:59:00,1456.0,-3.0,64.0,1600.0,1837.0,7.0,1806.0,1844.0,38.0,0.0,,0.0,367.0,408.0,337.0,2248.0,0.0,0.0,38.0,0.0,0.0,1.0,2020.0,False,30.3,180.00,25.00,20.71,M,M,M,M,1.1111111111111112,0.9090909090909092,0.5,0.0,KJFK 181951Z 18006KT 10SM FEW009 BKN033 OVC080 M02/M04 A3030 RMK AO2 SNE43 SLP259 P0003 T10221039 $,1025.90,0.03,M,M,M,88.33,6.00,FEW,BKN,OVC,M,900.00,3300.00,8000.00,M,M,JFK,28.00,2020-01-18 19:51:00,10.00,M
2020-08-23,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1611.0,JFK,"New York, NY",LAS,"Las Vegas, NV",0 days 10:25:00,1018.0,-7.0,13.0,1031.0,1210.0,13.0,1241.0,1223.0,-18.0,0.0,,0.0,316.0,305.0,279.0,2248.0,,,,,,8.0,2020.0,False,30.08,240.00,72.00,75.90,M,M,M,M,0.1176470588235294,0.12,0.0,0.0,KJFK 231351Z 24007KT 10SM SCT170 BKN250 24/22 A3008 RMK AO2 SLP184 T02440222 $,1018.40,0.00,M,M,M,87.73,7.00,SCT,BKN,M,M,17000.00,25000.00,M,M,M,JFK,76.00,2020-08-23 13:51:00,10.00,M
2020-02-11,Republic Airline,Republic Airline: YX,YX,20452.0,5939.0,JFK,"New York, NY",CMH,"Columbus, OH",0 days 09:46:00,936.0,-10.0,24.0,1000.0,1130.0,4.0,1149.0,1134.0,-15.0,0.0,,0.0,123.0,118.0,90.0,483.0,,,,,,2.0,2020.0,False,29.95,10.00,45.00,43.02,M,M,M,M,7.5,0.8,0.0,0.0,KJFK 111451Z 01005KT 3SM -RA BR BKN004 OVC050 08/07 A2995 RMK AO2 SFC VIS 6 SLP140 P0001 60012 T00780072 58020 $,1014.00,0.01,M,M,M,96.28,5.00,BKN,OVC,M,M,400.00,5000.00,M,M,M,JFK,46.00,2020-02-11 14:51:00,3.00,-RA BR
2020-11-25,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2153.0,JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL",0 days 15:30:00,1525.0,-5.0,12.0,1537.0,1800.0,6.0,1821.0,1806.0,-15.0,0.0,,0.0,171.0,161.0,143.0,1028.0,,,,,,11.0,2020.0,False,30.26,200.00,44.00,53.10,M,M,M,M,0.3333333333333333,0.1666666666666666,0.2307692307692307,0.12,KJFK 251951Z 20005KT 10SM FEW030 FEW060 BKN130 BKN250 12/07 A3026 RMK AO2 SLP246 T01170067 $,1024.60,0.00,M,M,M,71.40,5.00,FEW,FEW,BKN,BKN,3000.00,6000.00,13000.00,25000.00,M,JFK,53.00,2020-11-25 19:51:00,10.00,M
2020-06-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2643.0,JFK,"New York, NY",CLT,"Charlotte, NC",0 days 09:45:00,938.0,-7.0,13.0,951.0,1108.0,5.0,1147.0,1113.0,-34.0,0.0,,0.0,122.0,95.0,77.0,541.0,,,,,,6.0,2020.0,False,29.9,330.00,50.00,66.90,M,M,M,M,0.0,0.0,0.0,0.0,KJFK 071251Z 33016KT 10SM CLR 19/10 A2990 RMK AO2 SLP126 T01940100,1012.60,0.00,M,M,M,54.54,16.00,CLR,M,M,M,M,M,M,M,M,JFK,67.00,2020-06-07 12:51:00,10.00,M
