FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Month,Year,Cancelled,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,inx_danjerous_1,inx_danjerous_2,inx_danjerous_3,inx_danjerous_4,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
2020-01-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,870.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 19:25:00,1923.0,-2.0,31.0,1954.0,2230.0,9.0,2329.0,2239.0,-50.0,0.0,,0.0,424.0,376.0,336.0,2586.0,,,,,,1.0,2020.0,False,30.35,70.00,26.10,28.70,M,M,M,M,0.3333333333333333,0.15,0.12,0.0,KJFK 302351Z 07004KT 10SM FEW030 BKN200 BKN250 01/M03 A3035 RMK AO2 SLP276 T00061033 10028 20000 53005,1027.60,0.00,M,M,M,75.18,4.00,FEW,BKN,BKN,M,3000.00,20000.00,25000.00,M,M,JFK,33.00,2020-01-30 23:51:00,10.00,M
2020-10-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1044.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 07:10:00,705.0,-5.0,20.0,725.0,939.0,4.0,956.0,943.0,-13.0,0.0,,0.0,166.0,158.0,134.0,944.0,,,,,,10.0,2020.0,False,30.29,180.00,61.00,61.00,M,M,M,M,25.0,0.0,0.0,0.0,KJFK 211051Z 18003KT 1/4SM R04R/5500VP6000FT -DZ FG VV002 16/16 A3029 RMK AO2 SFC VIS 1/2 SLP256 P0000 T01610161 $,1025.60,T,M,M,M,100.00,3.00,VV ,M,M,M,200.00,M,M,M,M,JFK,61.00,2020-10-21 10:51:00,0.25,-DZ FG
2019-11-05,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,575.0,JFK,"New York, NY",MSY,"New Orleans, LA",0 days 14:59:00,1521.0,22.0,13.0,1534.0,1732.0,6.0,1730.0,1738.0,8.0,0.0,,0.0,211.0,197.0,178.0,1182.0,,,,,,11.0,2019.0,False,30.12,250.00,50.00,60.10,M,M,M,M,0.5555555555555556,0.2173913043478261,0.25,0.12,KJFK 051951Z 25011KT 10SM FEW018 FEW046 BKN120 BKN250 16/10 A3012 RMK AO2 SLP199 T01560100,1019.90,0.00,M,M,M,69.24,11.00,FEW,FEW,BKN,BKN,1800.00,4600.00,12000.00,25000.00,M,JFK,60.00,2019-11-05 19:51:00,10.00,M
2020-02-29,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,586.0,JFK,"New York, NY",ROC,"Rochester, NY",0 days 11:13:00,1127.0,14.0,16.0,1143.0,1239.0,6.0,1232.0,1245.0,13.0,0.0,,0.0,79.0,78.0,56.0,264.0,,,,,,2.0,2020.0,False,29.87,280.00,10.90,24.14,25.00,M,M,M,0.5454545454545454,0.2727272727272727,0.12,0.0,KJFK 291551Z 28017G25KT 10SM BKN055 BKN110 BKN250 02/M12 A2987 RMK AO2 SLP114 T00171117,1011.40,0.00,M,M,M,36.14,17.00,BKN,BKN,BKN,M,5500.00,11000.00,25000.00,M,M,JFK,35.00,2020-02-29 15:51:00,10.00,M
2020-07-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1089.0,JFK,"New York, NY",MIA,"Miami, FL",0 days 07:05:00,657.0,-8.0,15.0,712.0,937.0,5.0,1002.0,942.0,-20.0,0.0,,0.0,177.0,165.0,145.0,1089.0,,,,,,7.0,2020.0,False,30.12,90.00,69.00,73.00,M,M,M,M,1.875,0.6976744186046512,0.0,0.0,KJFK 071051Z 09005KT 10SM BKN016 BKN043 23/21 A3012 RMK AO2 SLP200 T02280206,1020.00,0.00,M,M,M,87.59,5.00,BKN,BKN,M,M,1600.00,4300.00,M,M,M,JFK,73.00,2020-07-07 10:51:00,10.00,M
2019-11-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,1587.0,JFK,"New York, NY",PHX,"Phoenix, AZ",0 days 16:22:00,1619.0,-3.0,15.0,1634.0,2013.0,9.0,2010.0,2022.0,12.0,0.0,,0.0,348.0,363.0,339.0,2153.0,,,,,,11.0,2019.0,False,30.14,320.00,23.00,32.87,M,M,M,M,0.0666666666666666,0.08,0.0,0.0,KJFK 292051Z 32010KT 10SM FEW150 SCT250 04/M05 A3014 RMK AO2 SLP206 T00441050 55010 $,1020.60,0.00,M,M,M,50.50,10.00,FEW,SCT,M,M,15000.00,25000.00,M,M,M,JFK,40.00,2019-11-29 20:51:00,10.00,M
2020-01-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,608.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 19:45:00,1944.0,-1.0,22.0,2006.0,2219.0,7.0,2257.0,2226.0,-31.0,0.0,,0.0,192.0,162.0,133.0,944.0,,,,,,1.0,2020.0,False,30.26,300.00,38.00,57.00,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 122351Z 30012KT 10SM FEW250 14/03 A3026 RMK AO2 SLP245 T01390033 10200 20139 51036,1024.50,0.00,M,M,M,48.73,12.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,57.00,2020-01-12 23:51:00,10.00,M
2019-11-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2829.0,JFK,"New York, NY",PHX,"Phoenix, AZ",0 days 13:30:00,1328.0,-2.0,20.0,1348.0,1656.0,6.0,1715.0,1702.0,-13.0,0.0,,0.0,345.0,334.0,308.0,2153.0,,,,,,11.0,2019.0,False,30.33,330.00,8.10,25.48,M,M,M,M,0.1666666666666666,0.08,0.0,0.0,KJFK 131751Z 33010KT 10SM FEW060 SCT250 01/M13 A3033 RMK AO2 SLP270 T00111133 10011 21050 58002 $,1027.00,0.00,M,M,M,33.31,10.00,FEW,SCT,M,M,6000.00,25000.00,M,M,M,JFK,34.00,2019-11-13 17:51:00,10.00,M
2020-07-08,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1473.0,JFK,"New York, NY",CHS,"Charleston, SC",0 days 15:55:00,1605.0,10.0,13.0,1618.0,1752.0,8.0,1749.0,1800.0,11.0,0.0,,0.0,114.0,115.0,94.0,636.0,,,,,,7.0,2020.0,False,29.99,170.00,72.00,85.35,M,M,M,M,0.4,0.5555555555555556,0.2142857142857142,0.1578947368421052,KJFK 081951Z 17011KT 10SM FEW025 SCT036 BKN140 BKN190 BKN250 27/22 A2999 RMK AO2 LTG DSNT N AND W SLP155 CB DSNT W TCU DSNT NW T02720222,1015.50,0.00,M,M,M,74.15,11.00,FEW,SCT,BKN,BKN,2500.00,3600.00,14000.00,19000.00,M,JFK,81.00,2020-07-08 19:51:00,10.00,M
2020-01-07,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5299.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 10:36:00,1035.0,-1.0,11.0,1046.0,1131.0,8.0,1148.0,1139.0,-9.0,0.0,,0.0,72.0,64.0,45.0,187.0,,,,,,1.0,2020.0,False,30.09,320.00,23.00,38.39,M,M,M,M,0.1764705882352941,0.1304347826086956,0.0,0.0,KJFK 071451Z 32005KT 10SM BKN170 BKN230 06/M05 A3009 RMK AO2 SLP190 T00561050 CHINO W $,1019.00,0.00,M,M,M,46.37,5.00,BKN,BKN,M,M,17000.00,23000.00,M,M,M,JFK,42.00,2020-01-07 14:51:00,10.00,M
2020-08-11,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,286.0,JFK,"New York, NY",ROC,"Rochester, NY",0 days 10:30:00,1026.0,-4.0,13.0,1039.0,1130.0,4.0,1142.0,1134.0,-8.0,0.0,,0.0,72.0,68.0,51.0,264.0,,,,,,8.0,2020.0,False,30.01,180.00,73.00,78.10,M,M,M,M,6.666666666666667,2.5,0.12,0.0,KJFK 111427Z 18008KT 6SM HZ SCT003 BKN012 BKN250 26/23 A3001 RMK AO2 VIS SE-S 2 1/2 T02560228,M,0.00,M,M,M,84.36,8.00,SCT,BKN,BKN,M,300.00,1200.00,25000.00,M,M,JFK,78.00,2020-08-11 14:27:00,6.00,HZ
2020-10-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,417.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 08:30:00,823.0,-7.0,14.0,837.0,1021.0,6.0,1056.0,1027.0,-29.0,0.0,,0.0,146.0,124.0,104.0,760.0,,,,,,10.0,2020.0,False,30.25,0.00,64.00,64.00,M,M,M,M,0.0,8.0,0.0,0.0,KJFK 221151Z 00000KT 1SM R04R/3000VP6000FT BR FEW000 OVC005 18/18 A3025 RMK AO2 SFC VIS 1 1/2 SLP243 CIG 003V007 BR FEW000 60000 T01780178 10183 20167 53008 $,1024.30,0.00,M,M,M,100.00,0.00,FEW,OVC,M,M,0.00,500.00,M,M,M,JFK,64.00,2020-10-22 11:51:00,1.00,BR
2020-07-14,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,730.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 12:00:00,1154.0,-6.0,11.0,1205.0,1343.0,4.0,1412.0,1347.0,-25.0,0.0,,0.0,132.0,113.0,98.0,760.0,,,,,,7.0,2020.0,False,29.95,340.00,59.00,83.75,20.00,M,M,M,0.1818181818181818,0.04,0.0,0.0,KJFK 141551Z 34013G20KT 10SM FEW055 FEW250 29/15 A2995 RMK AO2 SLP140 T02890150,1014.00,0.00,M,M,M,42.80,13.00,FEW,FEW,M,M,5500.00,25000.00,M,M,M,JFK,84.00,2020-07-14 15:51:00,10.00,M
2020-03-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,433.0,JFK,"New York, NY",SJU,"San Juan, PR",0 days 14:52:00,1447.0,-5.0,15.0,1502.0,1829.0,6.0,1854.0,1835.0,-19.0,0.0,,0.0,242.0,228.0,207.0,1598.0,,,,,,3.0,2020.0,False,30.02,70.00,38.00,42.37,M,M,M,M,0.3571428571428571,1.0526315789473684,0.0,0.0,KJFK 251851Z 07012KT 10SM -RA FEW028 OVC038 09/03 A3002 RMK AO2 RAB35 SLP165 P0000 T00890033,1016.50,T,M,M,M,67.87,12.00,FEW,OVC,M,M,2800.00,3800.00,M,M,M,JFK,48.00,2020-03-25 18:51:00,10.00,-RA
2020-01-11,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,3.0,JFK,"New York, NY",SJU,"San Juan, PR",0 days 15:00:00,1501.0,1.0,14.0,1515.0,1922.0,13.0,1953.0,1935.0,-18.0,0.0,,0.0,233.0,214.0,187.0,1598.0,,,,,,1.0,2020.0,False,30.12,180.00,51.00,53.10,M,M,M,M,0.4,0.16,0.0,0.0,KJFK 111951Z 18019KT 10SM BKN075 OVC250 12/11 A3012 RMK AO2 PK WND 18028/1853 SLP201 T01170106,1020.10,0.00,180.00,28.00,2020-01-11 18:53,92.89,19.00,BKN,OVC,M,M,7500.00,25000.00,M,M,M,JFK,53.00,2020-01-11 19:51:00,10.00,M
2019-11-30,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,1201.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 18:50:00,1849.0,-1.0,26.0,1915.0,2146.0,8.0,2158.0,2154.0,-4.0,0.0,,0.0,188.0,185.0,151.0,1069.0,,,,,,11.0,2019.0,False,30.03,10.00,16.00,32.33,M,M,M,M,0.1333333333333333,0.12,0.0,0.0,KJFK 302351Z 01005KT 10SM SCT150 BKN250 03/M09 A3003 RMK AO2 SLP169 T00281089 10067 20028 50006 $,1016.90,0.00,M,M,M,41.95,5.00,SCT,BKN,M,M,15000.00,25000.00,M,M,M,JFK,37.00,2019-11-30 23:51:00,10.00,M
2020-04-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4995.0,JFK,"New York, NY",ROC,"Rochester, NY",0 days 19:45:00,1929.0,-16.0,14.0,1943.0,2028.0,5.0,2120.0,2033.0,-47.0,0.0,,0.0,95.0,64.0,45.0,264.0,,,,,,4.0,2020.0,False,30.1,170.00,45.00,53.10,25.00,M,M,M,0.1818181818181818,0.1666666666666666,0.12,0.0,KJFK 122251Z 17018G25KT 10SM SCT110 BKN180 BKN250 12/07 A3010 RMK AO2 PK WND 18029/2214 SLP191 T01170072 $,1019.10,0.00,180.00,29.00,2020-04-12 22:14,73.89,18.00,SCT,BKN,BKN,M,11000.00,18000.00,25000.00,M,M,JFK,53.00,2020-04-12 22:51:00,10.00,M
2020-02-19,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,289.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 13:59:00,1359.0,0.0,27.0,1426.0,1652.0,13.0,1701.0,1705.0,4.0,0.0,,0.0,182.0,186.0,146.0,944.0,,,,,,2.0,2020.0,False,30.2,300.00,19.00,42.69,22.00,M,M,M,0.1538461538461538,0.08,0.0,0.0,KJFK 191851Z 30015G22KT 10SM FEW065 SCT250 09/M07 A3020 RMK AO2 PK WND 28028/1754 SLP227 T00941072 $,1022.70,0.00,280.00,28.00,2020-02-19 17:54,30.24,15.00,FEW,SCT,M,M,6500.00,25000.00,M,M,M,JFK,49.00,2020-02-19 18:51:00,10.00,M
2020-07-13,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,308.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 14:55:00,1452.0,-3.0,15.0,1507.0,1745.0,6.0,1814.0,1751.0,-23.0,0.0,,0.0,379.0,359.0,338.0,2586.0,,,,,,7.0,2020.0,False,29.79,230.00,65.00,88.86,M,M,M,M,0.1818181818181818,0.1428571428571428,0.08,0.0,KJFK 131851Z 23014KT 10SM FEW055 SCT140 SCT250 31/18 A2979 RMK AO2 SLP086 T03060183,1008.60,0.00,M,M,M,47.73,14.00,FEW,SCT,SCT,M,5500.00,14000.00,25000.00,M,M,JFK,87.00,2020-07-13 18:51:00,10.00,M
2020-02-26,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2218.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 12:30:00,1222.0,-8.0,16.0,1238.0,1310.0,5.0,1341.0,1315.0,-26.0,0.0,,0.0,71.0,53.0,32.0,187.0,,,,,,2.0,2020.0,False,29.97,90.00,47.00,43.82,M,M,M,M,5.0,0.0,0.0,0.0,KJFK 261651Z 09008KT 5SM -DZ BR OVC008 09/08 A2997 RMK AO2 DZE23B47 SLP148 P0000 T00890083,1014.80,T,M,M,M,95.95,8.00,OVC,M,M,M,800.00,M,M,M,M,JFK,48.00,2020-02-26 16:51:00,5.00,-DZ BR
2020-10-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1989.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 11:10:00,1107.0,-3.0,18.0,1125.0,1401.0,8.0,1353.0,1409.0,16.0,0.0,,0.0,163.0,182.0,156.0,944.0,0.0,0.0,16.0,0.0,0.0,10.0,2020.0,False,29.85,10.00,37.00,30.15,M,M,M,M,1.875,0.8333333333333333,0.8163265306122448,0.0,KJFK 301451Z 01018KT 10SM -RA BKN016 BKN036 OVC049 04/03 A2985 RMK AO2 SLP109 P0003 60016 T00440028 51046 $,1010.90,0.03,M,M,M,89.27,18.00,BKN,BKN,OVC,M,1600.00,3600.00,4900.00,M,M,JFK,40.00,2020-10-30 14:51:00,10.00,-RA
2019-12-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,643.0,JFK,"New York, NY",SJC,"San Jose, CA",0 days 08:15:00,815.0,0.0,24.0,839.0,1159.0,3.0,1154.0,1202.0,8.0,0.0,,0.0,399.0,407.0,380.0,2569.0,,,,,,12.0,2019.0,False,29.99,60.00,18.00,20.60,M,M,M,M,0.3333333333333333,0.0909090909090909,0.2142857142857142,0.12,KJFK 011251Z 06012KT 10SM FEW030 FEW110 BKN140 BKN250 M01/M08 A2999 RMK AO2 SLP154 T10061078 $,1015.40,0.00,M,M,M,58.36,12.00,FEW,FEW,BKN,BKN,3000.00,11000.00,14000.00,25000.00,M,JFK,30.90,2019-12-01 12:51:00,10.00,M
2019-12-31,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1441.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 10:00:00,1058.0,58.0,12.0,1110.0,1148.0,7.0,1119.0,1155.0,36.0,0.0,,0.0,79.0,57.0,38.0,187.0,36.0,0.0,0.0,0.0,0.0,12.0,2019.0,False,29.7,330.00,39.00,35.04,M,M,M,M,3.333333333333333,0.5,0.0,0.0,KJFK 311451Z 33006KT 10SM BKN009 BKN060 04/04 A2970 RMK AO2 SLP058 BKN009 V SCT T00440039 58009,1005.80,0.00,M,M,M,96.55,6.00,BKN,BKN,M,M,900.00,6000.00,M,M,M,JFK,40.00,2019-12-31 14:51:00,10.00,M
2020-02-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,954.0,JFK,"New York, NY",SLC,"Salt Lake City, UT",0 days 20:25:00,2020.0,-5.0,25.0,2045.0,2333.0,7.0,2.0,2340.0,-22.0,0.0,,0.0,337.0,320.0,288.0,1990.0,,,,,,2.0,2020.0,False,30.46,200.00,33.00,34.51,M,M,M,M,0.3636363636363636,0.15,0.0,0.0,KJFK 100051Z 20013KT 10SM SCT055 BKN200 06/01 A3046 RMK AO2 SLP315 T00560006 $,1031.50,0.00,M,M,M,70.20,13.00,SCT,BKN,M,M,5500.00,20000.00,M,M,M,JFK,42.00,2020-02-10 00:51:00,10.00,M
2020-04-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1882.0,JFK,"New York, NY",DEN,"Denver, CO",0 days 11:00:00,1057.0,-3.0,11.0,1108.0,1252.0,20.0,1329.0,1312.0,-17.0,0.0,,0.0,269.0,255.0,224.0,1626.0,,,,,,4.0,2020.0,False,29.65,340.00,40.00,42.00,26.00,M,M,M,0.3333333333333333,0.75,0.4210526315789473,0.0,KJFK 031451Z 34018G26KT 10SM FEW030 BKN040 OVC095 09/04 A2965 RMK AO2 PK WND 33031/1406 RAB03E31 SLP040 P0000 60001 T00940044 53007,1004.00,T,330.00,31.00,2020-04-03 14:06,70.95,18.00,FEW,BKN,OVC,M,3000.00,4000.00,9500.00,M,M,JFK,49.00,2020-04-03 14:51:00,10.00,M
2020-01-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,255.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 09:00:00,854.0,-6.0,17.0,911.0,1135.0,9.0,1239.0,1144.0,-55.0,0.0,,0.0,399.0,350.0,324.0,2475.0,,,,,,1.0,2020.0,False,30.26,330.00,8.10,7.90,25.00,M,M,M,0.2222222222222222,0.0,0.0,0.0,KJFK 201351Z 33018G25KT 10SM FEW045 M05/M13 A3026 RMK AO2 PK WND 32026/1327 SLP245 T10501133 $,1024.50,0.00,320.00,26.00,2020-01-20 13:27,52.27,18.00,FEW,M,M,M,4500.00,M,M,M,M,JFK,23.00,2020-01-20 13:51:00,10.00,M
2019-12-20,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4836.0,JFK,"New York, NY",PIT,"Pittsburgh, PA",0 days 14:59:00,1457.0,-2.0,27.0,1524.0,1635.0,4.0,1700.0,1639.0,-21.0,0.0,,0.0,121.0,102.0,71.0,340.0,,,,,,12.0,2019.0,False,30.55,300.00,14.00,24.55,M,M,M,M,0.0,0.0,0.0,0.0,KJFK 201951Z 30012KT 10SM CLR 01/M10 A3055 RMK AO2 SLP344 T00111100 $,1034.40,0.00,M,M,M,43.30,12.00,CLR,M,M,M,M,M,M,M,M,JFK,34.00,2019-12-20 19:51:00,10.00,M
2019-12-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,3389.0,JFK,"New York, NY",ORF,"Norfolk, VA",0 days 09:40:00,1140.0,120.0,58.0,1238.0,1334.0,3.0,1108.0,1337.0,149.0,0.0,,0.0,88.0,117.0,56.0,290.0,120.0,0.0,29.0,0.0,0.0,12.0,2019.0,False,29.52,10.00,37.00,27.97,M,M,M,M,3.75,3.333333333333333,0.0,0.0,KJFK 021351Z 01013KT 2 1/2SM -RA BR BKN008 OVC012 03/03 A2952 RMK AO2 SFC VIS 4 SLP995 P0000 T00280028 $,999.50,T,M,M,M,100.00,13.00,BKN,OVC,M,M,800.00,1200.00,M,M,M,JFK,37.00,2019-12-02 13:51:00,2.50,-RA BR
2019-11-26,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,3481.0,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",0 days 20:55:00,2052.0,-3.0,17.0,2109.0,2218.0,7.0,2259.0,2225.0,-34.0,0.0,,0.0,124.0,93.0,69.0,427.0,,,,,,11.0,2019.0,False,30.06,200.00,45.00,45.40,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 270151Z 20005KT 10SM BKN250 09/07 A3006 RMK AO2 SLP177 T00890072 $,1017.70,0.00,M,M,M,89.29,5.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,48.00,2019-11-27 01:51:00,10.00,M
2020-01-30,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,501.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 14:21:00,1415.0,-6.0,21.0,1436.0,1703.0,9.0,1738.0,1712.0,-26.0,0.0,,0.0,197.0,177.0,147.0,1069.0,,,,,,1.0,2020.0,False,30.31,10.00,19.90,32.09,M,M,M,M,0.3846153846153846,0.2222222222222222,0.1304347826086956,0.0,KJFK 301851Z 01004KT 10SM FEW026 FEW045 BKN230 02/M07 A3031 RMK AO2 SLP265 T00221067,1026.50,0.00,M,M,M,51.61,4.00,FEW,FEW,BKN,M,2600.00,4500.00,23000.00,M,M,JFK,36.00,2020-01-30 18:51:00,10.00,M
2020-03-09,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930.0,229.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 19:20:00,1913.0,-7.0,27.0,1940.0,2242.0,33.0,2315.0,2315.0,0.0,0.0,,0.0,415.0,422.0,362.0,2475.0,,,,,,3.0,2020.0,False,30.25,210.00,41.00,44.93,M,M,M,M,0.1,0.12,0.0,0.0,KJFK 092251Z 21008KT 10SM FEW100 BKN250 09/05 A3025 RMK AO2 SLP243 T00940050,1024.30,0.00,M,M,M,74.05,8.00,FEW,BKN,M,M,10000.00,25000.00,M,M,M,JFK,49.00,2020-03-09 22:51:00,10.00,M
2019-11-24,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,615.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 10:59:00,1102.0,3.0,29.0,1131.0,1415.0,16.0,1432.0,1431.0,-1.0,0.0,,0.0,393.0,389.0,344.0,2586.0,,,,,,11.0,2019.0,False,29.23,320.00,48.00,43.03,M,M,M,M,6.666666666666667,0.0,0.0,0.0,KJFK 241551Z 32010KT 3SM -RA BR OVC006 09/09 A2923 RMK AO2 RAB28 SLP898 P0000 T00890089 $,989.80,T,M,M,M,100.00,10.00,OVC,M,M,M,600.00,M,M,M,M,JFK,48.00,2019-11-24 15:51:00,3.00,-RA BR
2020-03-14,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1207.0,JFK,"New York, NY",MSP,"Minneapolis, MN",0 days 19:20:00,1930.0,10.0,31.0,2001.0,2151.0,4.0,2152.0,2155.0,3.0,0.0,,0.0,212.0,205.0,170.0,1029.0,,,,,,3.0,2020.0,False,30.32,330.00,25.00,52.00,M,M,M,M,0.1538461538461538,0.16,0.0,0.0,KJFK 142251Z 33012KT 10SM SCT130 OVC250 11/M04 A3032 RMK AO2 SLP268 T01111039,1026.80,0.00,M,M,M,34.72,12.00,SCT,OVC,M,M,13000.00,25000.00,M,M,M,JFK,52.00,2020-03-14 22:51:00,10.00,M
2020-01-21,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5299.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 10:36:00,1029.0,-7.0,13.0,1042.0,1119.0,8.0,1148.0,1127.0,-21.0,0.0,,0.0,72.0,58.0,37.0,187.0,,,,,,1.0,2020.0,False,30.48,340.00,10.90,17.59,M,M,M,M,0.25,0.0,0.0,0.0,KJFK 211451Z 34007KT 10SM FEW040 M03/M12 A3048 RMK AO2 SLP321 T10331117 51009,1032.10,0.00,M,M,M,52.07,7.00,FEW,M,M,M,4000.00,M,M,M,M,JFK,26.10,2020-01-21 14:51:00,10.00,M
2019-12-28,Envoy Air,Envoy Air: MQ,MQ,20398.0,4029.0,JFK,"New York, NY",ORF,"Norfolk, VA",0 days 15:35:00,1531.0,-4.0,28.0,1559.0,1650.0,5.0,1708.0,1655.0,-13.0,0.0,,0.0,93.0,84.0,51.0,290.0,,,,,,12.0,2019.0,False,30.2,280.00,33.00,51.10,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 281951Z 28007KT 10SM BKN250 11/01 A3020 RMK AO2 SLP226 T01060006 $,1022.60,0.00,M,M,M,49.98,7.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,51.00,2019-12-28 19:51:00,10.00,M
2020-01-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2773.0,JFK,"New York, NY",DCA,"Washington, DC",0 days 06:30:00,623.0,-7.0,13.0,636.0,728.0,5.0,801.0,733.0,-28.0,0.0,,0.0,91.0,70.0,52.0,213.0,,,,,,1.0,2020.0,False,30.09,260.00,25.00,30.85,M,M,M,M,0.16,0.0,0.0,0.0,KJFK 071051Z 26009KT 10SM OVC250 03/M04 A3009 RMK AO2 SLP188 T00331039 CHINO W $,1018.80,0.00,M,M,M,59.36,9.00,OVC,M,M,M,25000.00,M,M,M,M,JFK,38.00,2020-01-07 10:51:00,10.00,M
2020-02-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2663.0,JFK,"New York, NY",MIA,"Miami, FL",0 days 05:45:00,546.0,1.0,16.0,602.0,821.0,11.0,859.0,832.0,-27.0,0.0,,0.0,194.0,166.0,139.0,1089.0,,,,,,2.0,2020.0,False,29.68,240.00,35.00,31.75,M,M,M,M,0.625,0.0,0.0,0.0,KJFK 030951Z 24010KT 10SM BKN048 04/02 A2968 RMK AO2 PRESRR SLP056 T00390017 $,1005.60,0.00,M,M,M,85.76,10.00,BKN,M,M,M,4800.00,M,M,M,M,JFK,39.00,2020-02-03 09:51:00,10.00,M
